,Benchmark,Hardware Vendor,System,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
602,power_ssj2008,IBM Corporation,IBM NeXtScale nx360 M4 (Intel Xeon E5-2660 v2),2414.0,497.0,24,10,2,Intel Xeon E5-2660 v2,2200,288,480
603,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M2,339.0,98.9,4,4,2,Intel Xeon L5530,2400,16,32
604,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M2,475.0,116.0,4,4,2,Intel Xeon X5570,2933,24,32
605,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M3,341.0,92.7,4,6,2,Intel Xeon L5640,2267,24,48
606,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M3,475.0,101.0,4,6,2,Intel Xeon X5670,2933,24,48
607,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M4,389.0,95.6,4,10,2,Intel Xeon E5-2660 v2,2200,48,80
608,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M4,507.0,99.1,4,8,2,Intel Xeon E5-2660,2200,48,64
609,power_ssj2008,IBM Corporation,IBM System x iDataPlex dx360 M4,379.0,96.5,4,8,2,Intel Xeon E5-2660,2200,48,64
613,power_ssj2008,IBM Corporation,IBM System x3200 M3,115.0,45.4,1,4,2,Intel Xeon X3470,2933,8,8
616,power_ssj2008,IBM Corporation,IBM System x3250 M3,113.0,41.6,1,4,2,Intel Xeon X3470,2933,8,8
617,power_ssj2008,IBM Corporation,IBM System x3300 M4,260.0,50.8,2,8,2,Intel Xeon E5-2470,2300,24,32
618,power_ssj2008,IBM Corporation,IBM System x3300 M4,259.0,52.1,2,8,2,Intel Xeon E5-2470,2300,24,32
621,power_ssj2008,IBM Corporation,IBM System x3400 M2,218.0,67.0,2,4,2,Intel Xeon E5540,2533,8,16
622,power_ssj2008,IBM Corporation,IBM System x3400 M2,223.0,70.9,2,4,2,Intel Xeon E5540,2533,8,16
623,power_ssj2008,IBM Corporation,IBM System x3400 M3,246.0,63.2,2,6,2,Intel Xeon X5675,3067,12,24
624,power_ssj2008,IBM Corporation,IBM System x3400 M3,258.0,69.2,2,6,2,Intel Xeon X5670,2933,12,24
626,power_ssj2008,IBM Corporation,IBM System x3500 M4,197.0,48.5,2,10,2,Intel Xeon E5-2660 v2,2200,32,40
627,power_ssj2008,IBM Corporation,IBM System x3500 M4,256.0,57.3,2,8,2,Intel Xeon E5-2660,2200,24,32
628,power_ssj2008,IBM Corporation,IBM System x3500 M4,247.0,56.6,2,8,2,Intel Xeon E5-2680,2700,24,32
629,power_ssj2008,IBM Corporation,IBM System x3530 M4,274.0,62.6,2,8,2,Intel Xeon E5-2470,2300,24,32
630,power_ssj2008,IBM Corporation,IBM System x3550 M2,180.0,65.8,2,4,2,Intel Xeon L5530,2400,8,16
631,power_ssj2008,IBM Corporation,IBM System x3550 M2,243.0,74.1,2,4,2,Intel Xeon X5570,2933,8,16
632,power_ssj2008,IBM Corporation,IBM System x3550 M2,244.0,74.3,2,4,2,Intel Xeon X5570,2933,8,16
633,power_ssj2008,IBM Corporation,IBM System x3550 M3,222.0,58.4,2,6,2,Intel Xeon X5675,3067,16,24
634,power_ssj2008,IBM Corporation,IBM System x3550 M3,247.0,66.0,2,6,2,Intel Xeon X5670,2933,12,24
635,power_ssj2008,IBM Corporation,IBM System x3550 M4,265.0,60.6,2,8,2,Intel Xeon E5-2660,2200,24,32
636,power_ssj2008,IBM Corporation,IBM System x3550 M4,190.0,56.5,2,8,2,Intel Xeon E5-2660,2200,16,32
637,power_ssj2008,IBM Corporation,IBM System x3550 M4,198.0,56.9,2,8,2,Intel Xeon E5-2660,2200,24,32
638,power_ssj2008,IBM Corporation,IBM System x3620 M3,231.0,63.9,2,6,2,Intel Xeon X5675,3067,12,24
639,power_ssj2008,IBM Corporation,IBM System x3630 M4,269.0,58.1,2,8,2,Intel Xeon E5-2470,2300,24,32
640,power_ssj2008,IBM Corporation,IBM System x3650 M2,179.0,65.4,2,4,2,Intel Xeon L5530,2400,8,16
641,power_ssj2008,IBM Corporation,IBM System x3650 M2,237.0,72.5,2,4,2,Intel Xeon X5570,2933,8,16
642,power_ssj2008,IBM Corporation,IBM System x3650 M2,236.0,72.2,2,4,2,Intel Xeon X5570,2933,8,16
643,power_ssj2008,IBM Corporation,IBM System x3650 M2,244.0,81.4,2,4,2,Intel Xeon X5570,2933,8,16
644,power_ssj2008,IBM Corporation,IBM System x3650 M3,218.0,56.1,2,6,2,Intel Xeon X5675,3067,16,24
645,power_ssj2008,IBM Corporation,IBM System x3650 M3,238.0,66.3,2,6,2,Intel Xeon X5670,2933,12,24
646,power_ssj2008,IBM Corporation,IBM System x3650 M4,203.0,52.7,2,10,2,Intel Xeon E5-2660 v2,2200,64,40
647,power_ssj2008,IBM Corporation,IBM System x3650 M4,262.0,57.2,2,8,2,Intel Xeon E5-2660,2200,24,32
648,power_ssj2008,IBM Corporation,IBM System x3650 M4,196.0,56.1,2,8,2,Intel Xeon E5-2660,2200,24,32
649,power_ssj2008,IBM Corporation,IBM System x3650 M4,196.0,56.1,2,8,2,Intel Xeon E5-2660,2200,24,32
650,power_ssj2008,IBM Corporation,IBM System x3755 M3,580.0,122.0,4,16,1,AMD Opteron 6276,2300,64,64
651,power_ssj2008,IBM Corporation,System x3200 M3,119.0,45.0,1,4,2,Intel Xeon X3480,3067,8,8
652,power_ssj2008,IBM Corporation,System x3200 M3,118.0,45.8,1,4,2,Intel Xeon X3470,2933,8,8
653,power_ssj2008,IBM Corporation,System x3250 M3,113.0,42.3,1,4,2,Intel Xeon X3480,3067,8,8
654,power_ssj2008,IBM Corporation,System x3250 M3,115.0,43.0,1,4,2,Intel Xeon X3470,2933,8,8
655,power_ssj2008,IBM Corporation,System x3620 M3,236.0,64.0,2,6,2,Intel Xeon X5670,2933,12,24
656,power_ssj2008,IBM Corporation,System x3630 M3,251.0,80.2,2,6,2,Intel Xeon X5675,3067,12,24
657,power_ssj2008,IBM Corporation,System x3630 M3,259.0,84.6,2,6,2,Intel Xeon X5670,2933,12,24
658,power_ssj2008,Inspur Corporation,Inspur NF5180M5,414.0,48.2,2,28,2,Intel Xeon Platinum 8280,2700,192,112
659,power_ssj2008,Inspur Corporation,Inspur NF5180M5,458.0,51.3,2,28,2,Intel Xeon Platinum 8176 CPU,2100,192,112
660,power_ssj2008,Inspur Corporation,Inspur NF5180M6,625.0,129.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
661,power_ssj2008,Inspur Corporation,Inspur NF5180M6,680.0,156.0,2,32,2,Intel Xeon Platinum 8352Y Processor,2200,512,128
662,power_ssj2008,Inspur Corporation,Inspur NF5180M6,650.0,176.0,2,24,2,Intel Xeon Gold 6336Y Processor,2400,256,96
663,power_ssj2008,Inspur Corporation,Inspur NF5280M5,289.0,112.0,2,12,2,Intel Xeon Silver 4214,2200,384,48
664,power_ssj2008,Inspur Corporation,Inspur NF5280M5,277.0,92.5,1,28,2,Intel Xeon Gold 6238R,2200,384,56
665,power_ssj2008,Inspur Corporation,Inspur NF5280M5,262.0,93.6,1,24,2,Intel Xeon Gold 6252,2100,384,48
666,power_ssj2008,Inspur Corporation,Inspur NF5280M5,367.0,114.0,2,16,2,Intel Xeon Gold 5218,2300,384,64
667,power_ssj2008,Inspur Corporation,Inspur NF5280M5,410.0,48.6,2,28,2,Intel Xeon Platinum 8280,2700,192,112
668,power_ssj2008,Inspur Corporation,Inspur NF5280M5,347.0,48.3,2,28,2,Intel Xeon Platinum 8276L,2200,192,112
669,power_ssj2008,Inspur Corporation,Inspur NF5280M5,432.0,49.5,2,28,2,Intel Xeon Platinum 8180,2500,192,112
670,power_ssj2008,Inspur Corporation,Inspur NF5280M5,454.0,49.4,2,28,2,Intel Xeon Platinum 8176,2100,192,112
671,power_ssj2008,Inspur Corporation,Inspur NF8480M6,1008.0,104.0,4,28,2,Intel Xeon Platinum 8380HL,2900,384,224
672,power_ssj2008,Inspur Corporation,Inspur Yingxin NF8480M5,919.0,102.0,4,28,2,Intel Xeon Platinum 8280,2700,384,224
673,power_ssj2008,Inspur Corporation,Inspur Yingxin NF8480M5,726.0,158.0,4,28,2,Intel Xeon Platinum 8176,2100,384,224
674,power_ssj2008,Inspur Corporation,Inspur i24LM6,769.0,348.0,2,38,2,Intel Xeon Platinum 8368Q,2600,512,152
675,power_ssj2008,Inspur Corporation,Inspur i24M6,689.0,221.0,2,36,2,Intel Xeon Platinum 8360Y,2400,256,144
676,power_ssj2008,Inspur Corporation,NF5280 M4,245.0,45.7,2,22,2,Intel Xeon E5-2699 v4,2200,128,88
677,power_ssj2008,Inspur Corporation,NF5280M4,301.0,44.4,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
680,power_ssj2008,LSDtech,L224S-D/F/V-1,432.0,131.0,2,12,2,Intel(R) Xeon(R) Gold 6136 CPU,3000,196,48
681,power_ssj2008,"LTechKorea, Inc.",LKG-2212-C,377.0,96.6,2,16,2,Intel(R) Xeon(R) Gold 6226R,2900,512,64
682,power_ssj2008,Lenovo Global Technology,Think System SR635,254.0,63.2,1,64,2,AMD EPYC 7742,2250,128,128
683,power_ssj2008,Lenovo Global Technology,Think System SR635,255.0,74.6,1,64,2,AMD EPYC 7742,2250,128,128
684,power_ssj2008,Lenovo Global Technology,Think System SR635 V3,369.0,67.5,1,96,2,AMD EPYC 9654,2400,192,192
685,power_ssj2008,Lenovo Global Technology,Think System SR635 V3,372.0,66.9,1,96,2,AMD EPYC 9654,2400,192,192
686,power_ssj2008,Lenovo Global Technology,Think System SR645,403.0,99.5,2,64,2,AMD EPYC 7742,2250,256,256
687,power_ssj2008,Lenovo Global Technology,Think System SR645,404.0,82.5,2,64,2,AMD EPYC 7742,2250,256,256
688,power_ssj2008,Lenovo Global Technology,Think System SR645,398.0,94.0,2,64,2,AMD EPYC 7742,2250,256,256
689,power_ssj2008,Lenovo Global Technology,Think System SR645,400.0,84.0,2,64,2,AMD EPYC 7742,2250,256,256
690,power_ssj2008,Lenovo Global Technology,Think System SR645 V3,658.0,126.0,2,96,2,AMD EPYC 9654,2400,384,384
691,power_ssj2008,Lenovo Global Technology,Think System SR655,224.0,63.8,1,64,2,AMD EPYC 7742,2250,128,128
692,power_ssj2008,Lenovo Global Technology,Think System SR655,221.0,64.6,1,64,2,AMD EPYC 7742,2250,128,128
693,power_ssj2008,Lenovo Global Technology,Think System SR655,240.0,66.1,1,64,2,AMD EPYC 7742,2250,128,128
694,power_ssj2008,Lenovo Global Technology,Think System SR655,243.0,76.8,1,64,2,AMD EPYC 7742,2250,128,128
695,power_ssj2008,Lenovo Global Technology,Think System SR655 V3,351.0,63.2,1,96,2,AMD EPYC 9654,2400,192,192
696,power_ssj2008,Lenovo Global Technology,Think System SR655 V3,356.0,62.8,1,96,2,AMD EPYC 9654,2400,192,192
697,power_ssj2008,Lenovo Global Technology,Think System SR665,395.0,82.3,2,64,2,AMD EPYC 7742,2250,256,256
698,power_ssj2008,Lenovo Global Technology,Think System SR665,394.0,92.4,2,64,2,AMD EPYC 7742,2250,256,256
699,power_ssj2008,Lenovo Global Technology,Think System SR665,391.0,82.8,2,64,2,AMD EPYC 7742,2250,256,256
700,power_ssj2008,Lenovo Global Technology,Think System SR665,392.0,93.9,2,64,2,AMD EPYC 7742,2250,256,256
701,power_ssj2008,Lenovo Global Technology,Think System SR665 V3,634.0,117.0,2,96,2,AMD EPYC 9654,2400,384,384
702,power_ssj2008,Lenovo Global Technology,Think System SR665 V3,630.0,115.0,2,96,2,AMD EPYC 9654,2400,384,384
703,power_ssj2008,Lenovo Global Technology,ThinkSystem SD530,1324.0,315.0,8,28,2,Intel Xeon Platinum 8276L,2200,768,448
704,power_ssj2008,Lenovo Global Technology,ThinkSystem SD530,1474.0,241.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
705,power_ssj2008,Lenovo Global Technology,ThinkSystem SD530,1434.0,256.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
706,power_ssj2008,Lenovo Global Technology,ThinkSystem SN550,5288.0,1446.0,28,28,2,Intel Xeon Platinum 8176,2100,2688,1568
707,power_ssj2008,Lenovo Global Technology,ThinkSystem SN550 V2,5637.0,2115.0,28,32,2,Intel Xeon Platinum 8352M,2300,3584,1792
708,power_ssj2008,Lenovo Global Technology,ThinkSystem SN850,4985.0,1052.0,28,28,2,Intel Xeon Platinum 8276L,2200,2,1568
709,power_ssj2008,Lenovo Global Technology,ThinkSystem SN850,5366.0,820.0,28,28,2,Intel Xeon Platinum 8176,2100,2688,1568
710,power_ssj2008,Lenovo Global Technology,ThinkSystem SR150,87.2,16.8,1,6,2,Intel Xeon E-2176G,3700,32,12
711,power_ssj2008,Lenovo Global Technology,ThinkSystem SR630,355.0,72.3,2,28,2,Intel Xeon Platinum 8176,2100,192,112
712,power_ssj2008,Lenovo Global Technology,ThinkSystem SR635,240.0,54.0,1,64,2,AMD EPYC 7763,2450,128,128
713,power_ssj2008,Lenovo Global Technology,ThinkSystem SR645,461.0,102.0,2,64,2,AMD EPYC 7763,2450,256,256
714,power_ssj2008,Lenovo Global Technology,ThinkSystem SR645,460.0,75.6,2,64,2,AMD EPYC 7763,2450,256,256
715,power_ssj2008,Lenovo Global Technology,ThinkSystem SR645,459.0,104.0,2,64,2,AMD EPYC 7763,2450,256,256
716,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650,352.0,67.7,2,28,2,Intel Xeon Platinum 8176,2100,192,112
717,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650,183.0,45.6,1,28,2,Intel Xeon Platinum 8176 CPU,2100,96,56
718,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650 (Intel Xeon Platinum 8176 CPU 2.10 GHz),357.0,57.7,2,28,2,Intel Xeon Platinum 8176 CPU,2100,192,112
719,power_ssj2008,Lenovo Global Technology,ThinkSystem SR650 (Intel Xeon Platinum 8280 CPU 2.70 GHz),177.0,50.0,1,28,2,Intel Xeon Platinum 8280 CPU,2700,96,56
720,power_ssj2008,Lenovo Global Technology,ThinkSystem SR655,228.0,53.0,1,64,2,AMD EPYC 7763,2450,128,128
721,power_ssj2008,Lenovo Global Technology,ThinkSystem SR655,228.0,52.5,1,64,2,AMD EPYC 7763,2450,128,128
722,power_ssj2008,Lenovo Global Technology,ThinkSystem SR665,455.0,108.0,2,64,2,AMD EPYC 7763,2450,256,256
723,power_ssj2008,Lenovo Global Technology,ThinkSystem SR665,454.0,79.3,2,64,2,AMD EPYC 7763,2450,256,256
724,power_ssj2008,Lenovo Global Technology,ThinkSystem SR850,672.0,121.0,4,28,2,Intel Xeon Platinum 8276L,2200,384,224
725,power_ssj2008,Lenovo Global Technology,ThinkSystem SR850,688.0,95.8,4,28,2,Intel Xeon Platinum 8176 CPU,2100,384,224
726,power_ssj2008,Lenovo Global Technology,ThinkSystem SR850,711.0,119.0,4,28,2,Intel Xeon Platinum 8276L CPU,2200,384,224
727,power_ssj2008,Lenovo Global Technology,ThinkSystem SR860V2,721.0,138.0,4,28,2,Intel Xeon Platinum 8376HL,2600,384,224
728,power_ssj2008,Lenovo Global Technology,ThinkSystem SR950,1329.0,281.0,8,28,2,Intel Xeon Platinum 8276L,2200,768,448
729,power_ssj2008,Lenovo Global Technology,ThinkSystem SR950,1479.0,182.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
731,power_ssj2008,NEC Corporation,Express5800/A1080a-D,2003.0,1178.0,8,8,2,Intel Xeon X7560,2266,128,128
732,power_ssj2008,NEC Corporation,Express5800/A1080a-E,1749.0,993.0,8,8,2,Intel Xeon X7560,2266,128,128
733,power_ssj2008,NEC Corporation,Express5800/A1080a-S,938.0,553.0,4,8,2,Intel Xeon X7560,2266,128,64
734,power_ssj2008,NEC Corporation,Express5800/B120b,902.0,360.0,6,6,2,Intel Xeon L5640,2266,48,72
735,power_ssj2008,NEC Corporation,Express5800/E120b-1,200.0,63.1,2,6,2,Intel Xeon E5645,2400,16,24
736,power_ssj2008,NEC Corporation,Express5800/E120b-1,138.0,60.7,2,4,2,Intel Xeon L5630,2133,16,16
737,power_ssj2008,NEC Corporation,Express5800/GT110b,100.0,32.6,1,4,1,Intel Xeon X3430,2400,4,4
738,power_ssj2008,NEC Corporation,Express5800/GT110b-S,60.9,24.8,1,2,2,Intel Core i3-540,3067,4,4
739,power_ssj2008,NEC Corporation,Express5800/GT110b-S (Water Cooling),60.9,25.8,1,2,2,Intel Core i3-540,3067,4,4
740,power_ssj2008,NEC Corporation,Express5800/GT110f-S,45.1,15.9,1,4,2,Intel Xeon E3-1265LV3,2500,8,8
741,power_ssj2008,NEC Corporation,Express5800/R110c-1,118.0,46.5,1,4,2,Intel Xeon X3470,2933,8,8
742,power_ssj2008,NEC Corporation,Express5800/R120b-1,259.0,82.9,2,6,2,Intel Xeon X5675,3066,24,24
743,power_ssj2008,NEC Corporation,Express5800/R120b-1,255.0,84.3,2,6,2,Intel Xeon X5675,3066,24,24
744,power_ssj2008,NEC Corporation,Express5800/R120b-1,257.0,79.0,2,6,2,Intel Xeon X5670,2933,16,24
745,power_ssj2008,NEC Corporation,Express5800/R120b-2,250.0,80.1,2,6,2,Intel Xeon X5675,3066,24,24
746,power_ssj2008,NEC Corporation,Express5800/R120b-2,246.0,80.4,2,6,2,Intel Xeon X5675,3066,24,24
747,power_ssj2008,NEC Corporation,Express5800/R120b-2,249.0,74.5,2,6,2,Intel Xeon X5670,2933,16,24
748,power_ssj2008,NEC Corporation,Express5800/R140b-4,913.0,498.0,4,8,2,Intel Xeon X7560,2266,128,64
749,power_ssj2008,NEC Corporation,Express5800/T120b-E,258.0,80.1,2,6,2,Intel Xeon X5650,2666,24,24
751,power_ssj2008,NEC Corporation,Express5800/iR120a-1E,176.0,64.1,2,4,2,Intel Xeon L5520,2267,8,16
752,power_ssj2008,Nettrix,R620 G40,491.0,137.0,2,32,2,Intel Xeon Platinum 8352Y,2200,256,128
753,power_ssj2008,Nettrix,R620 G40,591.0,142.0,2,38,2,Intel Xeon Platinum 8368Q,2600,256,152
754,power_ssj2008,Nettrix,R620 G40,468.0,110.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
755,power_ssj2008,Nettrix,R620 G50,718.0,149.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
756,power_ssj2008,Nettrix,R620 G50,802.0,152.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
757,power_ssj2008,Nettrix,R620 G50 LP,814.0,157.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
758,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,7561.0,891.0,30,28,2,Intel Xeon Platinum 8180,2500,2880,1680
759,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,7967.0,959.0,32,28,2,Intel Xeon Platinum 8180,2500,3072,1792
760,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,4993.0,631.0,20,28,2,Intel Xeon Platinum 8180,2500,1920,1120
761,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,5479.0,681.0,22,28,2,Intel Xeon Platinum 8180,2500,2,1232
762,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,5999.0,735.0,24,28,2,Intel Xeon Platinum 8180,2500,2,1344
763,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,6532.0,787.0,26,28,2,Intel Xeon Platinum 8180,2500,2,1456
764,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,7031.0,838.0,28,28,2,Intel Xeon Platinum 8180,2500,2,1568
765,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,3982.0,498.0,16,28,2,Intel Xeon Platinum 8180,2500,1536,896
766,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,4479.0,558.0,18,28,2,Intel Xeon Platinum 8180,2500,1728,1008
767,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G5,609.0,119.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
768,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G5,609.0,119.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
769,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G6 Ultra,877.0,153.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
770,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,915.0,94.2,4,28,2,Intel Xeon Platinum 8280L,2700,384,224
771,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,956.0,99.6,4,28,2,Intel Xeon Platinum 8180,2500,384,224
772,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,963.0,95.5,4,28,2,Intel Xeon Platinum 8280L,2700,384,224
773,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,957.0,99.8,4,28,2,Intel Xeon Platinum 8180,2500,384,224
774,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6900 G5,1005.0,89.2,4,28,2,Intel Xeon Platinum 8380HL,2900,384,224
775,power_ssj2008,"New H3C Technologies Co., Ltd.",UniServer R4900 G3,430.0,58.4,2,28,2,Intel(R) Xeon(R) Platinum 8180 CPU,2500,96,112
776,power_ssj2008,Nokia Corporation,AE-SER1U-A,877.0,247.0,5,20,2,Intel(R) Xeon(R) Gold 6210U CPU,2500,320,200
777,power_ssj2008,Plat'Home,Cloud Station E,172.0,56.2,2,4,2,Intel Xeon L5530,2400,8,16
778,power_ssj2008,Plat'Home,Cloud Station E,169.0,56.7,2,4,2,Intel Xeon L5520,2260,8,16
781,power_ssj2008,Quanta Cloud Technology,QuantaGrid D43K-1U,453.0,78.5,2,64,2,AMD EPYC 7763,2450,256,256
782,power_ssj2008,Quanta Cloud Technology,QuantaGrid D53XQ-2U,630.0,123.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
783,power_ssj2008,Quanta Cloud Technology,QuantaGrid D54Q-2U,926.0,187.0,2,56,2,Intel Xeon 8480+,2000,512,224
784,power_ssj2008,Quanta Cloud Technology,QuantaGrid D54Q-2U,982.0,192.0,2,56,2,Intel Xeon 8480+,2000,512,224
785,power_ssj2008,Quanta Computer Inc.,QuantaGrid D43K-1U,471.0,85.5,2,64,2,AMD EPYC 7773X,2200,256,256
786,power_ssj2008,Quanta Computer Inc.,QuantaGrid D51B-2U,247.0,46.6,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
787,power_ssj2008,Quanta Computer Inc.,QuantaGrid D51B-2U,272.0,49.6,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
788,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52B-2U,454.0,40.3,2,28,2,Intel Xeon Platinum 8180,2500,192,112
789,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52BQ-2U,414.0,37.7,2,28,2,Intel Xeon Platinum 8280L,2700,96,112
790,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52BQ-2U,401.0,38.4,2,28,2,Intel Xeon Platinum 8180,2500,96,112
791,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52BQ-2U,426.0,39.5,2,28,2,Intel Xeon Platinum 8180,2500,192,112
792,power_ssj2008,Quanta Computer Inc.,QuantaGrid S31A-1U,47.9,14.4,1,4,2,Intel E3-1260L v5,2900,16,8
793,power_ssj2008,Quanta Computer Inc.,QuantaGrid T42S-2U,1478.0,206.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
798,power_ssj2008,SGI,"Rackable C2005-TY6 (Intel Xeon X5670, 2.93 GHz)",226.0,59.1,2,6,2,Intel Xeon X5670,2933,12,24
799,power_ssj2008,SGI,Rackable C2112-4G10,1387.0,265.0,8,16,1,AMD Opteron 6276,2300,128,128
800,power_ssj2008,SGI,Rackable C2112-4RP4,1116.0,268.0,8,8,2,Intel Xeon E5-2660,2200,96,128
801,power_ssj2008,SGI,Rackable C2112-4TY14,724.0,255.0,8,6,2,Intel Xeon L5640,2267,64,96
802,power_ssj2008,Sugon,A620-G30,296.0,94.9,2,32,2,AMD EPYC 7601,2200,128,128
803,power_ssj2008,Sugon,A620-G30(AMD EPYC 7351),278.0,103.0,2,16,2,AMD EPYC 7351,2400,128,64
804,power_ssj2008,Sugon,A620-G30(AMD EPYC 7501),307.0,103.0,2,32,2,AMD EPYC 7501,2000,128,128
805,power_ssj2008,Sugon,I620-G30 (Intel Xeon Gold 5117),245.0,51.9,2,14,2,Intel Xeon Gold 5117,2000,192,56
806,power_ssj2008,Sugon,I620-G30 (Intel Xeon Gold 6140),343.0,52.4,2,18,2,Intel Xeon Gold 6140,2300,192,72
807,power_ssj2008,Sugon,I620-G30 (Intel Xeon Gold 6152),364.0,53.1,2,22,2,Intel Xeon Gold 6152,2100,192,88
808,power_ssj2008,Sugon,I620-G30 (Intel Xeon Platinum 8180),450.0,54.6,2,28,2,Intel Xeon Platinum 8180,2500,192,112
809,power_ssj2008,Sugon,I620-G30(Intel Xeon Platinum 8160),387.0,53.4,2,24,2,Intel Xeon Platinum 8160,2100,192,96
810,power_ssj2008,Sugon,I840-G25 (Intel Xeon E7-4850 v2 2.30GHz),567.0,213.0,4,12,2,Intel Xeon E7-4850 v2,2300,128,96
811,power_ssj2008,Sugon,Sugon I620-G20,264.0,52.5,2,18,2,Intel Xeon E5-2699 v3,2300,128,72
812,power_ssj2008,Sugon,Sugon I620-G30(Intel Xeon Platinum 8180 @2.50GHz),419.0,67.2,2,28,2,Intel Xeon Platinum 8180,2500,192,112
824,power_ssj2008,Supermicro,SYS-6027R-72RF,347.0,115.0,2,8,2,Intel Xeon E5-2665,2400,128,32
825,power_ssj2008,Supermicro,SYS-7047R-72RF,331.0,102.0,2,8,2,Intel Xeon E5-2665,2400,128,32
826,power_ssj2008,Supermicro Computer Inc.,1022G-NTF,320.0,82.6,2,16,1,AMD Opteron 6278,2400,64,32
827,power_ssj2008,Supermicro Computer Inc.,1022G-NTF,306.0,77.0,2,16,1,AMD Opteron 6276,2300,32,32
828,power_ssj2008,Supermicro Computer Inc.,1022G-NTF,213.0,70.3,2,16,1,AMD Opteron 6262 HE,1600,32,32
829,power_ssj2008,"Supermicro Computer, Inc.",1022G-NTF,308.0,77.9,2,16,1,AMD Opteron 6380,2500,64,32
830,power_ssj2008,"Supermicro Computer, Inc.",1022G-NTF,216.0,72.7,2,16,1,AMD Opteron 6366 HE,1800,64,32
831,power_ssj2008,Supermicro Inc,SuperServer 741GE-TNRT,957.0,194.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
832,power_ssj2008,Supermicro Inc,SuperServer SYS-521E-WR,482.0,93.9,1,60,2,Intel Xeon Platinum 8490H,1900,256,120
833,power_ssj2008,Supermicro Inc,SuperServer SYS-621C-TN12R,988.0,163.0,2,60,2,Intel Xeon Platinum 8490H,1900,256,240
835,power_ssj2008,Supermicro Inc.,1022G-NTF,257.0,76.0,2,16,1,AMD Opteron 6370P,2000,64,32
839,power_ssj2008,Supermicro Inc.,SYS-1028R-WC1RT,302.0,75.9,2,18,2,Intel Xeon E5-2699 v3,2300,32,72
840,power_ssj2008,Supermicro Inc.,SYS-1029U-TR4,426.0,61.8,2,28,2,Intel Xeon Platinum 8280L,2700,384,112
841,power_ssj2008,Supermicro Inc.,SYS-1029U-TR4,423.0,64.2,2,56,2,Intel Xeon Platinum 8180,2500,192,224
842,power_ssj2008,Supermicro Inc.,SYS-5019S-M(X11SSH-F),47.6,14.8,1,4,2,Intel E3-1260L v5,2900,16,8
