Hardware VendorTest Sponsor,SystemEnclosure (if applicable),Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,TotalThreads,TotalMemory (GB),ssj_ops @ 100%,avg. watts@ 100%,avg. watts@ active idle,Result(Overall ssj_ops/watt)
Hewlett-Packard Company,"ProLiant DL360 G7 (3.07 GHz Intel Xeon X5675 processor)

 Oct 19 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5675,3067,2,12,24,16,911658,216,55.6,3329
Hewlett-Packard Company,"ProLiant DL165 G7 (2.30 GHz AMD Opteron 6276 processor)

 Nov 14 2011 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6276,2300,2,32,32,32,1180059,308,68.9,2881
Hewlett-Packard Company,"ProLiant DL385p Gen8 (2.50 GHz AMD Opteron 6380 processor)

 Dec  3 2012 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6380,2500,2,32,32,64,1660274,306,66.6,4116
Hewlett-Packard Company,"ProLiant DL560 Gen9

 Sep 29 2015 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-4669 v3,2100,4,72,144,128,NC,NC,NC,NC


"Hewlett-Packard Company
Intel Corp.","ProLiant DL580 G3

 Feb 17 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor 7020,2660,4,8,16,16,86082,833,520,61.1
"Hewlett-Packard Company
Intel Corp.","ProLiant DL580 G4

 Feb 17 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor 7110M,2600,4,8,16,16,148741,732,575,114
"Hewlett-Packard Company
Intel Corp.","ProLiant ML110 G4

 Feb 17 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor 3040,1860,1,2,2,4,54479,117,86,268
"Hewlett-Packard Company
Intel Corp.","ProLiant ML110 G5

 Feb 17 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor 3075,2660,1,2,2,4,98472,135,93.7,431
"Hewlett-Packard Company
Intel Corp.","ProLiant DL360 G4p (Historical)

 Feb 23 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor,3400,2,2,1,6,52239,352,216,95.9
"Hewlett-Packard Company
Intel Corp.","ProLiant ML110 G3 (Historical)

 Feb 23 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Pentium D Processor 930,3000,1,2,2,4,52303,169,105,190
"Hewlett-Packard Company
Intel Corp.","ProLiant DL580 G5 (Historical)

 Feb 23 2011 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Processor E7330,2400,4,16,16,64,506388,627,418,489
Hitachi Ltd.,"HA8000/RS440 (AK1)

 Feb 23 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X7560,2260,4,32,64,128,1957863,1103,575,1212
Hitachi Ltd.,"HA8000/SS10 (DK1)

 Feb 23 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Core i3-540,3067,1,2,4,8,149942,63.2,24.3,1701
Hitachi Ltd.,"HA8000/TS10 (FK1)

 Feb 23 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,325852,124,43.5,2018
Hitachi Ltd.,"HA8000/RS110 (CK1)

 Feb 23 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,324736,137,51.5,1787
Hitachi Ltd.,"BS320 Server Blade C51P5
Server Chassis BS320A

 Feb 23 2011 | 
    HTML | 
    Text",10,IBM Corporation,Intel Xeon X5675,3067,20,120,240,240,9283341,2799,1278,2377
Hitachi Ltd.,"HA8000/TS20 (LK1)

 Mar  9 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,900403,304,132,2075


Hitachi Ltd.,"HA8000/RS210 (LK1)

 Mar  9 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,899893,302,136,2125
Hitachi Ltd.,"HA8000/RS220 (LK1)

 Mar  9 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,24,899238,297,132,2126
Hitachi Ltd.,"BS2000 Server Blade E55A2
Server Chassis BS2000A

 Mar  9 2011 | 
    HTML | 
    Text",8,IBM Corporation,Intel Xeon X5675,3067,16,96,192,192,7437040,2507,1048,2059
Hitachi Ltd.,"HA8000-bd/BD10X1
HA8000-bd 5U Base Unit

 Apr 12 2011 | 
    HTML | 
    Text",40,IBM Corporation,Intel Core i7 610E,2533,40,80,160,320,5079053,1897,833,1856
Hitachi Ltd.,"HA8000/RS210 (AL)

 Aug 10 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,913110,293,118,2229
Hitachi Ltd.,"HA8000/RS220 (AL)

 Aug 10 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,914922,293,124,2204
Hitachi Ltd.,"HA8000/TS20 (AL)

 Aug 10 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3066,2,12,24,48,917438,301,125,2149
Hitachi Ltd.,"HA8000/RS440 (AL)

 Aug 10 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E7-4870,2400,4,40,80,128,2225321,837,423,1816
Hitachi Ltd.,"HA8000/RS110 (DL)

 Aug 24 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E3-1280,3500,1,4,8,8,412411,114,37.6,2876
Hitachi Ltd.,"HA8000/SS10 (DL)

 Aug 24 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E3-1220,3100,1,4,4,8,329862,92.8,22.4,3026
Hitachi Ltd.,"HA8000/TS10 (DL)

 Aug 24 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E3-1280,3500,1,4,8,8,411743,98.4,24.2,3552
Hitachi Ltd.,"BS2000 Server Blade E57A2
Server Chassis BS2000A

 Nov  9 2011 | 
    HTML | 
    Text",8,IBM Corporation,Intel Xeon processor E7-8870,2400,16,160,320,256,9644336,3948,2024,1586
Hitachi Ltd.,"HA8000/TS20BM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,1329468,294,80.6,3987


Hitachi Ltd.,"HA8000/RS210-hHM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,32,1394450,337,99.3,3597
Hitachi Ltd.,"HA8000/RS220-hHM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,32,1401473,325,104,3677
Hitachi Ltd.,"HA8000/RS210AM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,1327737,297,92.9,3775
Hitachi Ltd.,"HA8000/RS110-hHM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,1,8,16,16,670220,171,58.2,3224
Hitachi Ltd.,"HA8000/RS220AM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,32,1329120,286,88.9,3911
Hitachi Ltd.,"HA8000/TS10-hJM

 Aug 22 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,1,8,16,16,671815,156,52.7,3501
Hitachi Ltd.,"HA8000/RS110 (DL2)

 Mar  6 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E3-1280v2,3600,1,4,8,8,494876,94,45.8,3744
Hitachi Ltd.,"HA8000/TS10 (DL2)

 Mar 20 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E3-1280v2,3600,1,4,8,8,495083,85.2,37.2,4342
Hitachi Ltd.,"HA8000/SS10 (DL2)

 Mar 20 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E3-1220v2,3100,1,4,4,8,407490,69.7,36.6,3963
Huawei Technologies Co. Ltd,"XH310
Tecal X6000

 Nov 10 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon X3480,3067,4,16,32,32,1317977,470,109,2286
Huawei Technologies Co. Ltd,"XH310
Tecal X6000

 Nov 10 2010 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon X3470,2933,4,16,32,32,1284361,472,109,2234
Huawei Technologies Co. Ltd,"XH620
Tecal T6000

 Mar  9 2011 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon X5670,2930,4,24,48,24,1771743,449,109,3041
Huawei Technologies Co. Ltd,"XH620
Tecal T6000

 Jul 13 2011 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon X5675,3067,4,24,48,32,1854268,463,108,3152


Huawei Technologies Co. Ltd,"RH2285

 Nov  2 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5640,2266,2,12,24,16,738788,164,51,3199
Huawei Technologies Co. Ltd,"RH2288 V2

 Mar 28 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,32,1280523,257,59.7,4376
Huawei Technologies Co. Ltd,"RH2288 V2

 Mar 28 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2650L,1800,2,16,32,32,959239,178,57.5,4186
Huawei Technologies Co. Ltd,"RH2288 V2

 Mar 28 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2670,2600,2,16,32,32,1336479,282,55.6,4590
Huawei Technologies Co. Ltd,"RH2288 V2

 Mar 28 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2650L,1800,2,16,32,32,960074,170,55.3,4369
Huawei Technologies Co. Ltd,"XH621 V2
Tecal X6000

 Mar 28 2012 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon E5-2650L,1800,4,32,64,64,1926420,386,142,3712
Huawei Technologies Co. Ltd,"RH2288 V2

 May  2 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,32,1246966,243,54.7,4669
Huawei Technologies Co. Ltd,"RH2288 V2

 May  2 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,48,1269386,240,52.3,4752
Huawei Technologies Co. Ltd,"RH2288 V2

 May  2 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,48,1282967,239,51.6,4830
Huawei Technologies Co. Ltd,"RH2288 V2

 May 16 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2660,2200,2,16,32,16,1297229,239,54,5088
Huawei Technologies Co. Ltd,"RH2288 V2

 May 16 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2650L,1800,2,16,32,16,1007084,161,52.2,4846
Huawei Technologies Co. Ltd,"RH2288 V2

 May 16 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2670,2600,2,16,32,16,1394534,279,54.8,4871
Huawei Technologies Co. Ltd,"RH2285 V2

 May 30 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2450L,1800,2,16,32,16,1006482,167,54,4734


Huawei Technologies Co. Ltd,"RH2285 V2

 May 30 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,16,1328249,249,53,5052
Huawei Technologies Co. Ltd,"RH2285 V2

 May 30 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2450,2100,2,16,32,16,1254329,231,53.4,4959
Huawei Technologies Co. Ltd,"RH2285 V2

 May 30 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2440,2400,2,12,24,16,986986,207,55.1,4117
Huawei Technologies Co. Ltd,"XH320 V2
Tecal X6000 V2

 Jun 28 2012 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon E5-2470,2300,8,64,128,64,5289221,1079,180,5065
Huawei Technologies Co. Ltd,"RH2485 V2

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-4640,2400,4,32,64,48,2395181,428,92.3,5013
Huawei Technologies Co. Ltd,"RH2485 V2

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-4640,2400,4,32,64,48,2402711,430,92.7,4991
Huawei Technologies Co. Ltd,"RH2288 V2

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2630,2300,2,12,24,32,968689,205,56.2,3990
Huawei Technologies Co. Ltd,"RH2288 V2

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,32,1348825,275,56.2,4684
Huawei Technologies Co. Ltd,"RH2288 V2

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2640,2500,2,12,24,32,1034209,231,57,3992
Huawei Technologies Co. Ltd,"BH640 V2
HuaWei Tecal E6000

 Aug  8 2012 | 
    HTML | 
    Text",3,Oracle Corporation,Intel Xeon E5-4640,2400,12,96,192,96,7067768,1253,283,5120
Huawei Technologies Co. Ltd,"RH2285 V2

 Sep  5 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2470,2300,2,16,32,24,1384613,254,53.9,5203
Huawei Technologies Co. Ltd,"BH622 V2
HuaWei Tecal E6000

 Sep  5 2012 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon E5-2660,2200,8,64,128,64,5271615,1003,238,4806
Huawei Technologies Co. Ltd,"RH2285 V2

 Oct 31 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,1489644,241,51,5717


Huawei Technologies Co. Ltd,"RH2288 V2

 Oct 31 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2680,2700,2,16,32,24,1437235,236,66.8,4786
Huawei Technologies Co. Ltd,"RH2288 V2

 Oct 31 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,1445741,239,51.5,5453
Huawei Technologies Co. Ltd,"RH2288 V2

 Nov 28 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,16,1397144,231,52.4,5544
Huawei Technologies Co. Ltd,"RH2288 V2

 Jun 26 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2650,2000,2,16,32,24,1307626,207,55.3,5284
Huawei Technologies Co. Ltd,"RH2485 V2

 Jul 10 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-4607,2200,4,24,48,60,1693493,324,89.6,4266
Huawei Technologies Co. Ltd,"RH2288H V2-8 Rack Server

 Oct  2 2013 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660V2,2200,2,20,40,24,1759570,202,52,7336
Huawei Technologies Co. Ltd,"Tecal CH121
Huawei Tecal E9000

 Oct 21 2013 | 
    HTML | 
    Text",6,IBM Corporation,Intel Xeon E5-2660 v2,2200,12,120,240,144,10356616,1310,334,6309
Huawei Technologies Co. Ltd,"Tecal CH121
Huawei Tecal E9000

 Oct 21 2013 | 
    HTML | 
    Text",8,IBM Corporation,Intel Xeon E5-2660 v2,2200,16,160,320,192,13828286,1732,417,6453
Huawei Technologies Co. Ltd,"RH2288H V2

 May  7 2014 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2609,2400,2,8,8,48,543919,137,68.7,2716
Huawei Technologies Co. Ltd,"XH628 V3
Huawei FusionServer X6800

 Oct 21 2014 | 
    HTML | 
    Text",3,IBM Corporation,Intel Xeon E5-2699 v3,2300,6,108,216,192,NC,NC,NC,NC
Huawei Technologies Co. Ltd,"FusionServer RH2288 V3

 Oct 21 2014 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 V3,2300,2,36,72,64,NC,NC,NC,NC
Huawei Technologies Co. Ltd,"FusionServer RH2288 V3

 Dec  1 2014 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699V3,2300,2,36,72,64,NC,NC,NC,NC
Huawei Technologies Co. Ltd,"Fusion Server RH2288H V3

 Sep 25 2015 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,3206810,266,44.8,10700


Huawei Technologies Co. Ltd,"Fusion Server RH2288H V3

 Apr 27 2016 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2698 V4,2200,2,40,80,64,4009213,329,43.5,12212
Huawei Technologies Co. Ltd,"Fusion Server XH620 V3
Huawei FusionServer X6800

 Apr 27 2016 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon E5-2698 V4,2200,8,160,320,256,15938684,1419,217,10653
Huawei Technologies Co. Ltd,"FusionServer CH121 V3
Huawei FusionServer E9000

 Dec 21 2016 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon E5-2683 V4,2100,16,256,512,4096,24662648,3868,1080,5316
Huawei Technologies Co. Ltd,"FusionServer CH121 V3
Huawei FusionServer E9000

 Dec 21 2016 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon E5-2683 V4,2100,20,320,640,5120,30620865,4425,1250,5555
Huawei Technologies Co. Ltd,"FusionServer XH321 V3
Huawei FusionServer X6000

 Mar 29 2017 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon E5-2699 v4,2200,8,176,352,256,15118177,1322,232,10261
Huawei Technologies Co. Ltd,"Fusion Server 2288H V5

 Jul 11 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176,2100,2,56,112,192,5941377,461,49.6,12968
Huawei Technologies Co. Ltd,"Fusion Server 2288H V5

 Jul 11 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5604531,423,48.9,13398
Huawei Technologies Co. Ltd,"Fusion Server 2288H V5

 Sep 27 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5835340,437,50.3,13478
Huawei Technologies Co. Ltd,"Fusion Server 2288H V5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5876718,415,49.9,13490
Huawei Technologies Co. Ltd,"Fusion Server 5288 V5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5865062,414,50,13388
Huawei Technologies Co. Ltd,"Fusion Server 2288H V5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,6119759,419,52.2,14224
Huawei Technologies Co. Ltd,"Fusion Server 5288 V5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,6112700,422,51.5,14071
Huawei Technologies Co. Ltd,"Fusion Server 1288H V5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,6065816,421,51.7,14209


Huawei Technologies Co. Ltd,"Fusion Server 1288H V5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5862280,414,50.3,13465
IBM Corporation,"IBM System x3450

 Mar 26 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5462,2800,2,8,8,16,323998,252,130,854
IBM Corporation,"IBM System x3200 M2

 May 21 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,185456,115,57.5,1054
IBM Corporation,"IBM System x3250 M2

 May 21 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel X3350,2666,1,4,4,4,173021,119,68.9,913
IBM Corporation,"IBM System x3350

 May 21 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,187275,126,71.7,926
IBM Corporation,"IBM System x3250 M2

 Aug 27 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3360,2830,1,4,4,4,188975,127,70,940
IBM Corporation,"IBM System x3350

 Aug 27 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3360,2830,1,4,4,4,187946,125,65.9,974
IBM Corporation,"IBM System x3200 M2

 Sep 10 2008 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3360,2833,1,4,4,4,190234,119,56.7,1064
IBM Corporation,"IBM System x3650 M2

 Apr 23 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,620270,244,81.4,1860
IBM Corporation,"IBM System x3650 M2

 May 20 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,617957,236,72.2,1929
IBM Corporation,"IBM System x3550 M2

 May 20 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,623736,244,74.3,1892
IBM Corporation,"IBM System x iDataPlex dx360 M2
IBM iDataPlex 2U Flex chassis

 Jun  3 2009 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon X5570,2933,4,16,32,24,1298719,475,116,2066
IBM Corporation,"IBM System x3550 M2

 Jun  3 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,639516,243,74.1,1938


IBM Corporation,"IBM System x3650 M2

 Jun  3 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5570,2933,2,8,16,8,640447,237,72.5,1977
IBM Corporation,"IBM System x3400 M2

 Jun  3 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5540,2533,2,8,16,8,548091,223,70.9,1750
IBM Corporation,"IBM System x iDataPlex dx360 M2
IBM iDataPlex 2U Flex chassis

 Aug 27 2009 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon L5530,2400,4,16,32,16,1069123,339,98.9,2231
IBM Corporation,"System x3250 M3

 Oct  8 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,314314,115,43,2050
IBM Corporation,"System x3200 M3

 Oct  8 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,311452,118,45.8,2035
IBM Corporation,"IBM System x3650 M2

 Oct 23 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,536046,179,65.4,2053
IBM Corporation,"IBM System x3550 M2

 Nov 18 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon L5530,2400,2,8,16,8,530326,180,65.8,2018
IBM Corporation,"IBM System x3200 M3

 Nov 18 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,314803,115,45.4,2057
IBM Corporation,"IBM System x3250 M3

 Nov 18 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3470,2933,1,4,8,8,313804,113,41.6,2098
IBM Corporation,"IBM System x3400 M2

 Dec  2 2009 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5540,2533,2,8,16,8,553807,218,67,1865
IBM Corporation,"IBM System x iDataPlex dx360 M3
IBM iDataPlex 2U Flex chassis

 Apr  7 2010 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon X5670,2933,4,24,48,24,1800052,475,101,3038
IBM Corporation,"IBM System x3400 M3

 Apr  7 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,917430,258,69.2,2660
IBM Corporation,"IBM System x3650 M3

 Apr  7 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,922152,238,66.3,2927


IBM Corporation,"IBM System x3550 M3

 Apr  7 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,912178,247,66,2843
IBM Corporation,"IBM System x iDataPlex dx360 M3
IBM iDataPlex 2U Flex chassis

 Jun  2 2010 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon L5640,2267,4,24,48,24,1471188,341,92.7,3159
IBM Corporation,"System x3620 M3

 Jul  6 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,910529,236,64,2916
IBM Corporation,"System x3630 M3

 Sep 22 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,906596,259,84.6,2550
IBM Corporation,"System x3200 M3

 Oct 20 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,323190,119,45,2154
IBM Corporation,"System x3250 M3

 Oct 20 2010 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X3480,3067,1,4,8,8,320730,113,42.3,2215
IBM Corporation,"IBM System x3620 M3

 Mar  2 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,932916,231,63.9,3039
IBM Corporation,"System x3630 M3

 Mar  2 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,928920,251,80.2,2722
IBM Corporation,"IBM System x3400 M3

 Mar  9 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,12,928859,246,63.2,2891
IBM Corporation,"IBM System x3650 M3

 Apr 20 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,889012,218,56.1,3152
IBM Corporation,"IBM System x3550 M3

 Apr 20 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5675,3067,2,12,24,16,890651,222,58.4,3093
IBM Corporation,"IBM System x3755 M3

 Nov 30 2011 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6276,2300,4,64,64,64,2242893,580,122,2968
IBM Corporation,"IBM System x3550 M4

 Mar 21 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,NC,NC,NC,NC


IBM Corporation,"IBM System x3650 M4

 Mar 21 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,NC,NC,NC,NC
IBM Corporation,"IBM System x3500 M4

 Mar 21 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2680,2700,2,16,32,24,1426130,247,56.6,4708
IBM Corporation,"IBM System x iDataPlex dx360 M4
iDataPlex dx360 M4 2U Chassis

 Mar 22 2012 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon E5-2660,2200,4,32,64,48,2422142,379,96.5,5043
IBM Corporation,"IBM System x3650 M4

 Aug 22 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,24,1204440,196,56.1,4661
IBM Corporation,"IBM System x3550 M4

 Aug 22 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2660,2200,2,16,32,16,1169290,190,56.5,4662
IBM Corporation,"IBM System x3300 M4

 Aug 22 2012 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2470,2300,2,16,32,24,1460149,259,52.1,5122
IBM Corporation,"IBM Flex System x440 Compute Node
IBM Flex System Enterprise Chassis

 Oct 17 2012 | 
    HTML | 
    Text",7,IBM Corporation,Intel Xeon E5-4640,2400,28,224,448,336,18948103,3331,812,4847
IBM Corporation,"IBM System x iDataPlex dx360 M4
iDataPlex dx360 M4 2U Chassis

 Oct 31 2012 | 
    HTML | 
    Text",2,IBM Corporation,Intel Xeon E5-2660,2200,4,32,64,48,2899364,507,99.1,5392
